content,score
Tolong jaringannya di perperbaiki setiap loading pasti mentok di 30% padahal jaringan bagus.kemudian jika di rilog gk mau msuk lagi tunggu pertandingan selesai baru bisa masuk tolong di perbaiki.trimksih.,2
"Loading game stack 30% lama sekali, direlog malah stuck di loading screnn dan gak masuk² sampi habis pertandingan baru bisa masuk,jaringan ping bagus tapi menghubungkan 1/5 , penyimpanan padahal longgar tapi patah²",2
"Ml mulai tidak ramah sekarang, naga 845 antutu setengah juta juga di bikin ngosngosan, sebelum update login cuma butuh 1detik setelah update login tetap 1detik tetapi hero yang muncul di menu utama jadi delay yang sebelumnya langsung wush muncul sekarang delay 4detik, aku merasa kasihan sama yang masih pake mt ram 2",1
"matchingnya makin ke sini makin ngga seimbang , masa bisa kita main solo ketemu satu tim sama player yang gameplaynya kaya bot , sedankan musuhnya jago/ full party, makin ke sini makin kacau, sistem menang/ kalahnya udah di sett sma si MONTOON , klo kaya gini apa bedanya sama JUDOL",1
"""MOONTON TOLONG PERBAIKI MLBB"" dari kemarin saya login dan ingin melakukan matching mode rank tatapi saya gagal masuk ke pertandingan padahal sinyal bagus sistem mendeteksi jaringan error padahal wifi kuat, ganti kedata seluler juga gak bisa tolong perbaiki secepatnya.",5
"gamenya sudah bagus ,semakin kesini pembaruan nya ok. mohon diperbaiki masalah jaringan nya,saya pakai telkomsel masuk in game loading lama dan sering afk terkena sanksi karena terlalu lama tidak masuk land of down. padahal sinyal telkomsel kuat baik normal² saja.",3
Jelek napa sering lag dr pic hero apa lagi rank ... Parah sampe ga bisa masuk lagi ke game !! trus ngapain ada role yg ternyata dirank dpt team kacau role sama malah kadang ga ada jungler apa mm..team ga seimbang udh report ga ada tanggapan..auto pindah game laen kek gini.. sampah!!!!,1
"game rusak,jaringan sering lag,server sering rusak,banyak bug,nemu mact lama,game berat sebelah masa di kasi tim rnk nya jauh di bawah gw sedangkan musuh nya jauh di atas,gk logis ni game,kalo bisa gk ada bintang udah gw kasi gak ada bintang",1
"game gaadil, ngasih tim gabisa main, musuhnya kompe semua, ngasih tim bisa main, musuhnya bot, gaadil, kalo mau seimbang tim bagus musuh bagus, jadi seru gamenya, inimah tim gabisa main, musuh jago, bukan seru yg ada tapi bikin stres",1
"Tolong Bug Buat game play di hapus, Ini buat kenyamanan bermain berkurang, Udah enak main tiba tiba langsung menghubungkan ulang, sinyal bagus ganggu Orang main aja, Kalau mau maintenance Ada informasi dari notifikasi jangan asal main gini Bug server aja",2
"Game mobile paling ga adil yg pernah saya mainin dari ratusan game online yg saya mainin cuma game ini yg paling ga adil di mulai dari matchmaking nya dan sinyal yg ngelag parahhh terutama pas ada tim fight dan lag nya tuh ga logisss bgt dan juga kalo mau naik rank pasti susah bgt, naik turun bintang yg dialami terus Menerus jadi tujuan mau naik ke rank yang paling tinggi bukan dihitung dari jago atau ga jagonya tapi dari system ml,saya saranin jgn main game ini karena hanya membuat player stres",1
gak jelas game gak jelas gw baru beli paketan disambut lag pas gw mati lihat temen jaringan bagus pas gw main jaringan hijau pas dipencet merah tolonglah moonton kalau ngerekomendasiin game bener dikit lah kasihan juga yang lain masak digituin kalau bisa dicek lagi system nya buat pembelajaran yang lain juga..,1
tolong banyakin quest untuk protect star karena sangat di butuhkan. dan Season 38 ini tolong fix bug ngelag dan patah patah pas final draft pick. mau ganti emblem aja susah karena lag nya di 10 detik terakhir sebelum masuk loading game. ini pasti sangat tidak nyaman buat pemain apalagi emblemnya sampai salah pasti team akan menyalahkan kita.,3
"game moba yang tidak adil selama ini . main beberapa kali selalu di kasih teman yang tidak adil, pencarian teman selalu tidak diuntungkan selalu kalah, pihak moonton tolong dalam pencarian teman bermain secara adil.. kadang sinyal juga hilang mengakibatkan lag ketika warr",1
"Bintang: ★☆☆☆☆ “Sudah 3 minggu stuck di rank yang sama. Main bagus, sering MVP, tapi tetap kalah karena matchmaking tidak adil. Lawan bisa tim kompak, sedangkan saya solo dapat tim acak tanpa koordinasi. Rasanya usaha pribadi tidak dihargai. Tolong perbaiki sistem matchmaking dan berikan kompensasi untuk pemain yang sudah berjuang keras tapi dirugikan sistem.”",1
"kata ku ga usah urusin update dulu deh, game nya jadi ga jelas dikit"" bug waktu main sama di v.ai bot nya pada ga jelas semua mereka mondar mandir sendiri, ga ada yg mau isi lain bawah, roll hero yang ga pas; dari pada ngurusih update yg ga jelas itu mending perbaikin bug nya dulu dan satu lagi, tolong kembalikan mobile legends seperti dulu terimakasih.",2
"gw selaku player Mobile legends menyatakan kekecewaan terhadap moonton,yup gw juga tau moonton udah baik banget sering ngasih banyak skin gratis untuk para player,yang bikin gw kecewa itu adalah sistem pemilihan tim yang mengecewakan,apa yang mengecewakan nya?setiap gw main solo di ranked pasti setiap match main sama tim ampas,bukan cuman sekali match namun berturut turut sampe rank gw turun drastis,tolong lah jangan ngecewain player terutama yang sering bermain solo ranked 🙏",1
"Dulu game ini enak di mainkan, tapi sekarang setelah pembaruan season 38 ini, malah ngeleg mulu, apalgai saat mau masuk pertandingan lama masuknya sehinga dihitung AFK, MONTON tolong perbaiki lagi SERVER nya, agar tidak pindah ke game lain, sekarang bikin males karna ngeleg mulu, saya tunggu sampai 1 atau 2 minggu jika tidak ada perbaikan terpaksa saya hapus APP ini😔🙏🏽",1
"Game ga seimbang, mulai dari damage hero yang tidak masuk akal (Bane) dan team yang tidak masuk akal,tolonglah ngertikan player yang solo, udah capek loh main sampe 300 pertandingan cuman mentok di mytich bintang 3,setiap hari main isinya player trol, egois dan asal pick, bukannya merasa paling jago, tapi tolonglah, berjuang sendirian itu capek, stress, ini game bukan jadi hiburan, malah jadi penyakit.",1
game nya sudah bagus cuma kenapa saat saya ingin mengganti PP saya tapi tidak bisa login ulang login ulang Mulu dan disini gak bisa gak di kasih tim yang bener kata nya nih game sudah tidak ada Trak sistem lagi tapi kenapa masih ada Trak sistem dan tolong mb nya jangan terlalu besar hp saya sering macet gara gara main game ini jadi tolong di perbaiki lagi ya game nya sudah cukup bagus kok cuma bikin kesel aja dikit jadi tolong di perbaiki lagi okey biar game nya lebih rame dan tidak sepi!,3
"Gamenya lumayan seru cuman,matchmaking nya kadang bagus kadang buruk Saya pernah kirim laporan ke CS soal matchmaking tapi hasilnya malah lose streak 8 kali Kalau ada perubahan saya kasih bintang 5 Scamtoon tambahan:saya main kebanyakan menang kalah kalah menang kalah menang kalah menang kalah kalah menang kalah plis lah saya selalu memberikan masukan tentang matchmaking tapi hasilnya tetap sama",1
Setiap pertandingan lag parah. Setiap Main solo atau sama temen dpt team bocil semua. Musuhnya mainya jago jago. Team sendiri gada yg bisa main. di update bukanya bagus malah makin buruk. Jaringa bagus tapi lag parah banget. Pindah game sebalah aja. payah lagi main malah gak bisa masuk. gimana ini mobil legend. parah,1
"makin hari makin ga jelas dapat tim dan dapat musuh tak sesuai, tim sendiri top lokal kampung maen kaya warior, tapi dapat musuh ada top global sampe dua biji heran gua mah gimana sistem cari match nya kaya begitu. ada terus update padahal, tapi masih aja sistem match selalu ga seimbang",2
"Kenapa yhaa setiap draft pick saat di detik 12 kebawah game nya tiba tiba ngelag(patah patah) padahal jaringan lancar dan di dalam pertarungan juga lancar aja (game nya juga udah di update)dan ini itu selalu terjadi di setiap draft pick mau rank, classic,brawl, custom pas draft pick ngelag Mulu tolong lah developer ini itu sangat mengagu terutama pas main rank",2
"moontod, moontod,, masalahnya gak pernah kelar,, apasih kerja kalian makan gaji buta kah, update terus, skin baru terus, lag di in game gak pernah diperbaiki, banyak lagi player yang ngalamin, selama gamenya masih buruk kasi bintang 1 terus",1
"makin kesini makin ngepris pas mau masuk ke permainan, yg lain udah masuk main ke line opdawn tp di saya layar masih di persenan dan Mlah mental ke menu lagi, tolong dong perbaiki lagi biar lancar lagi. klo terus begini bisa ke lain hati ni.",3
setelah update jadi sering error di jaringan. kasih tim ga seimbang itu ga adil. gua mau naik ke mythic satu bintang lagi di kasih lawan yang jago timnya beban terus pas kalah gua juga yang salah. tolong lah sistem geme nya di perbaiki di timnya terus fitur pemilihan role banyak player yang mau Lane yang dia mau tapi ga dapet dan malah ngetrol. geme membuat stress bukan hiburan,1
"pemilihan tim ngga bagus harus nya bisa di lihat dari histori, giliran main dapat tim afk Mulu atau tim yang gak bisa main, tadi nya udah lama gak main main game ini, saya pikir udah lama gak main tambah bagus ternyata bagusnya cuma nambah skin aja",1
"Tolong pihak montoon untuk lebih tegas lagi terhadap player² yg suka troll atau tidak kompeten dalam bermain karna sangat merusak gameplay kami yg berjuang keras untuk menang tolong juga diperbaiki team saat matchmacking nya saya ngepus berjam"" cuma nambah bintang 1 apa itu wajar? tolong di teliti lagi dalam mencari team nya jangan isinya dark sistem semua rusak ini game lama""",1
"tolong monton perbaikin lagi gamenya, sama ni kayak yg lain mengenai jaringan.saya dah main rank terus menang tapi tiba tiba lag terus restart pas udah restart game histori game yg tadi ngk ada rank ngk nambah tapi si replay ada hasil pertandingannya tolong diperbaiki monton soalnya aku sering sekali seperti ini",1
"game ini, game terburuk di dunia, Kemenangan makin susah didapat, matchmaking tidak seimbang. Tolong diperbaiki karena ini bikin pemain kecewa dan menurunkan rating game dan stop pengurangan rank saat ganti season! jika anda tidak mencari solusi maka selain rugi beberapa pemain mungkin akan menghapus game ini",1
"Habis update kok malah makin lag saat loading screen pas mau in game? masa saya masuk game di menit 1,40 atau bahkan bisa 2 menit.. itu jelas sangat merugikan saya dan saya bisa ketinggalan gold dan level dengan musuh, sebelum update aman aja tuh, tolong di perbaiki moonton ini merugikan early game.",3
"Pengalaman bermain saya sangat buruk, dimana saat match banyak player yang terlalu gegabah memilih membuat pengalaman bermain buruk, tim yang selalu saja memiliki performa buruk sedangkan lawan memiliki performa yang bagus.Saya harap moonton memerhatikan beberapa pemain yang performa baik dan rendah agar permainan seimbang sekian dari saya",1
"gatau lah semenjak update server error, loading game cuma sampe 30% dan ga masuk game, giliran realog bukannya masuk game malah stack di lobby, dah 3x dan kena pelanggaran alhasil kredit skor kurang, diajukan banding tidak terima, maunya apasii??? minimal dipulihin lah kredit skornya moonton, tolonglah",1
"ku turunin jadi 1 bintang karena sekarang game nya udah mulai rusak untuk matching player solo dan duo tidak ada bagus""nya.selalu di berikan tim yang pemula dan musuh yang berat.saya main terakhir 7x mvp di tim yang kalah semua. ini pendapat dan keluhan saya jadi menurut saya yang sekarang udah gak bgt",1
"apalah, aku tadi main jaringan nya merah terus. padahal pas aku cek wifiku ngga ngelag. ini gimana ya, apa hpku yang ngelag atau sistem mlnya. aku cek hpku itu masih aman, tapi pas aku di ingamenya, jaringan selalu merah atau nggak kuning. mohon moonton masalah ini diselesaikan lebih cepat. saya habis ls 23x di rank+classic, aku udh stress.",1
Tolong game nya diperbaiki bugnya saat bermain dalam game nya selalu ad kendala masalah jaringan padahal jaringan gw bagus Normal dan pakai wifi tapi kenapa saat dalam game selalu merahhhhhhh bahkan keluar dengan sendirinya,1
"setelah update ini saya gak bisa masuk ke permainan mentok loding di 30% padahal sinyal bagus, dan kalau masub sudah ketinggalan 1 wave ,tolong segera diperbaiki percuma kalau update selalu gini ,dulu layar lobby utama sebelun season ad yg ke update ad yg enggak punya saya keupdate dan sekarang kembali ke awal plus gak bisa main rank mentok looding 30%",1
"tolong atasi jaringan krna sudah banyak pengguna mengeluh soal jaringan lag, semenjak update makin parah... tolong pikiran kenyamanan kami... saya sudah lama main game ini tpi baru kali ini merasakan ketidaknyamanan saat bermain..",2
geme kikir masa login ke akun smuff trus gk bisa login ke akun asli lagi gara gara kenak limit login bjir. mana di di bilang salah sandi + akun di ben sementara karena terlalu banyak limit login. asli ini sekarang udah banyak bug nya ni geme + kikir minta ampun🗿,1
"dalam keadaan loading terdapat terjadi kesalahan (-28), silakan mencoba kembali nanti. cuman ini tuh udahh keberapa kali nyaa mengalaminya koneksi seperti ini, mana lama banget lagi nungguinnya dan juga dalam keadaan main juga biasa nya tuh gitu juga ada notif kayak terjadi kesalahan kayak yang digambar. tolong lah buat diperbaikin, udah 2025 lhoo game besar padahal masih aja bug bug merepotkan kayak gini...",2
"Untuk solo player seperti saya, sebenarnya tidak terlalu meminta banyak saat memainkan mobile legends, jika bermain cukup berikan teman satu tim yang sepadan/realistis, coba bayangkan saja saya honor 48 bertemu dengan legend 5 bintang 1, sama saja bertemu dengan mantan epic 1 kan? jauh sekali, dan pengalaman saya terkadang langsung bertemu 2 player seperti ini dalam satu tim, saya senang memainkan game ini, tapi jika salah satu faktor yaitu kompetitif yang adil di kesampingkan, jelas kecewa",1
balikin sistem roam kayak dulu udahlah jangan otak-atik roam masa modal nge vision jungle bisa naik level gak jelas banget terus masa level roam bisa lebih besar daripada jungle terus apa gunanya jungle selain ngambil objective turtle kalau gitu plis balikin sistem roam kayak dulu lagi di-update yang akan datang,1
"hilang 5 bintang hari ini, hampir semua pertandingan mengalami lag pdhl sinyal cukup bagus. dan malam ini gk ada menu umpan balik stlh pertandingan soal lag, bukan sy sendiri yg ngalami dalam tim, tp beberapa tmn di tim menyartakan hal sama. nice",5
"ini yang di PC pakai google game play beta masih agak kurang dari segi performa yang di tampilin secara ini laptop sanggup main game ginian tapi entah kenapa laggingnya tuh kebawa sampai gameplay kasusnya selalu sama tiap hari abis main 2 ronde di mode apapun, nanti yang ke tiga suka ga jelas gameplaynya kayak lagging tapi internet kenceng jadi main juga ga sungkan gara-gara ga optimal masih perlu di perbaiki untuk player yang main di pc",2
"match gak seimbang! main trio duo, dapet tim nya gajelas semua. ini kan game 5vs5 atau 3vs5? bener2 udah capek, tolong diperbaiki, ini sistemnya gimana buruk banget, season lalu ga kayak gini, pantes banyak player yg ngeluh, matching aja ga seimbang!.",1
assalamualaikum montoon game favorit ku dari jaman riliss.. tolong dong lebih di perbaiki lagi seperti stuck waktu loading mau masuk pertandingan.. ram saya masih banyak lohh padahal.. jangan kecewakan saya sebagai player lama ya .. kalo ini ku kasih nilai 3 aja lah.,3
"pantas banyak yg pindah ke hok,, disini naik tier susah minta ampun, banyak pemain2 yg sengaja main buruk, gak kerjasama, tapi cenderung main sendiri supaya timnya kalah agar pemain satu tim turun bintang tiernya,, harusnya developer bisa mengawasi hal yg sangat merugikan pemain yg serius main, sistem pelaporannya cukup sulit dan tidak efektif!!! lagi main gimana bisa screenshot coba?? mikirlah..",1
"Saya benar-benar kecewa dengan sistem pemulihan akun Mobile Legends. Semua bukti sudah saya kirim lengkap, tapi hasilnya tetap “gagal diverifikasi”. Padahal itu akun yang saya bangun bertahun-tahun dengan waktu dan uang. Tim support seperti tidak membaca laporan pemain dan hanya kirim balasan template. Jujur, pelayanan seburuk ini bikin pemain setia seperti saya merasa tidak dihargai sama sekali!",1
woi monton tolong lah fitur pemilihan lanenya di perbaiki lagi masa gw yg lebih banyak main jungle malah gak dapet...yg dapet malah orang yg baru 3 match main jungler ....trus tolong untuk hero yg gk sesuai lanenya di blokir aja biar gak ada yg make lesley exp miya roam dll,1
"jaringan data,WiFi, ketika eror closed dari games , begitu masuk ,dan main lagi ..sampai selesai pertandingan.ko bisa"" nya AFK.dikit"" afk,,ni gimna Dev ..GK nyaman ,GK kyk games sebelah .",1
"bagus game nya, player di team nya aja dark sistem, kalo bisa main solo udah solo aja jangan di satuin sama duo / trio, terus kalo ada yang di raport karena dark sistem ban nya jangan 1jam -2jam kalo bisa ban nya 1 hari atau lebih makasih",2
"hati hati untuk kalian yang solo player bermain game ini,anda akan di uji mental.emosi,psikologi bisa rusak dan ada bis ajadi gila, kalian akan bermain di lingkaran setan yang tidak ada perkembangan hasil dalam bermain berpuluh²jam kalian akan stack tanpa bisa mengejar Tier tertinggi kalian, mengherankan dalam bermain diberikan team yang sangat promitif dan gak ada otak,sedangkan musuh memiliki Motivasi menang dan kompak dan berperang,entah ini setingan atau emang sudah sistemnya di rancang",1
"magic dash klo emblem uda max buat apa muntun...?? battle point juga buat apa..?? ini item² klo paling gk guna klo uda max level, mnding d jadiin item lain yg lbih brguna. ada lg, cheater yg masih bnyak brkliaran d baned seumur hidup saja itu akun, server juga sering drop. yg bikin player merasa td nyaman saat main.",2
"gila nyedot kouta bgt skarang MLBB, 1GB cuma buat beberapa kali main doang, di tambah lagi sekarang ada update baru, oh iya ngomong2 masalah update, saya sudah mendownload 72% trus kluar sebentar doang, pas login lg jd 31% , tolong dong pertanggung jawaban nyah, buang2 kouta jd nya, mohon jawaban nya, klw mau di enakin harus bisa ngenakin juga.",1
"Sebagai player saya kecewa soalnya suka patah-patah atau jaringan ilang apa lagi pas main pake Kouta games, suka keluar sendiri sementara saya main games lain lancar-lacar ajah, tolong di perbaiki lagi soal masalah jaringan apa lagi pas pake Kouta games mungkin player lain juga mengalamin masalah yang sama seperti saya percuma update herro banyak kalau jaringan nga setabil....",2
"jelek sistem matchmakingnya, harus dirubah. main MRO kalah terus, dapat teman tim sering ngelag, saran saja pemain dengan jaringan kurang bagus sebaiknya tidak dapat melanjutkan pertandingan. merusak suasana bermain",1
"Game ini sangat pelitt kikir menguras duit bikin kere. saat main sering tiba' ngelag pdhl jaringan bagus, terus masalah tim sama musuh sangat berbeda tidak seimbang masa dpt musuh yg jago tim sendiri yg gbs main ga adil sekali mohon diperbaiki untuk masalah tim dan musuh supaya seimbang.",1
"sekarang malah kecewa nihh,, padahal sinyal bagus malahan wifi + data,, eh tapi mau masuk battle field selalu ndak bisa langsung masuk,, dan afk deh semenit,, di S37 kemarin awal"" juga begitu tapi masih bisa masuk,, terus habis update S38 ini malah makin parah, ngeframe di detik-detik terakhir penyesuaian emblem, dan juga di loading, apakah hp ram 4gb + 4gb udah termasuk kentang? BTW saya main sejak 2018 di S10 loh, nah sekarang 2025 S38 malah makin gajelas",2
"setiap update seharusnya lebih baik dan mempermudah player bermain bukan malah mempersulit dan membuat kesal terkadang jaringan nya lag tanpa sebab, lag dalam game,dan wajib bisa semua line karena sistem baru dari montoon. main di epik kaya main di metik ga paham sama sistem montoon musuh jago tim pada afk.",1
"sebelum nya mohon maaf ni tapi saya sarankan ya kalo mau, ngasih musuh itu sesuai kan ama skil pemain karna kadang² saya kalo main,itu saya dapat musuh nya party atau yg lebih jago dari kemampuan rata-rata itu aja dari saya sekian mohon di mengerti ok(:",4
"permainan yang ga terlalu bagus dengan sistem randomnya,bisa di rasakan setiap kali naik mau berpindah rank pasti di kasih kalah main,iya dengan cara tim kawan eror lah main Lane dengan Hero sembarangan.dan pernah juga di kasih kawan komputer kayak nya,soalnya gua chat ga ada yang membalas dan main nyapun monoton.tidak mengerti kalo di req.maaf iya moontonn perbaiki hal ini karna mungkin banyak yang kecewa dan pensi.jadi bintang 🌟 1 dulu.itu layak buat game ini sementara waktu",1
"untuk moonton nih ya game secara keseluruhan bagus, cumaaa.... pemilihan 1 rekan tim sering sekali tidak seimbang, bisa kah di filter kembali pemilihan sesuai rate average history masing-masing player, supaya seimbang ketika dapet rekan setim. saya untuk naik ke level berikutnya aja sangat sulit karena sering mendapatkan rekan yg tidak seimbang dengan lawan yg rata-rata bagus. game yg seharusnya menghibur malah menguras emosi..",1
"game bagus tapi algoritma nya sangat buruk, mentang² gw abis ws 5x langsung dibikin ls. merusak mental, ga ramah anak, kebanyakan pemainnya otak di dengkul. main 17 match cuma stuck di Epic 2, pas mau naik epic 1 pasti kena dark sistem (dikasih tim yang bodoh)",1
"Moonton, tolong tambahkan fitur yg bermain bintang tidak kehilangan bintang saat main solo, player anda itu banyak yang kapabilitas otaknya di pertanyakan, jika anda ingin tetap menjadi game moba yang di gandrungi, tolong tambahkan fitur tersebut.",1
"tolong ya,saya sebagai player yang memiliki handphone yang tidak terlalu bagus sering merasa kesal karena waktu loading screen sering tidak masuk dan berakhir afk padahal sinyal saya cukup bagus dan itu sangat berdampak bagi akun saya,entah itu kekurangan dari handphone saya atau dari pihak developer,tapi tolong bantuan nya dari pihak game untuk mengatasi hal ini",1
"dari segi fitur / event udh oke tapi playernya yg bermasalah, banyak player yg egois dan banyak juga player yang mengecewakan/ merugikan tim, itu sangat sangat menggangu dan membuat player lain tidak nyaman tolong moonton, tingkatin SDM playernya...",2
"semakin tidak menyenangkan , cuman bikin emosi dan tidak menghibur , bermain solo selalu d beri kawan bot dan sesalu d bikin kalah , menang 1 kalah lose streak sampek.5 kali , dan aku cek profil kawan ternyata bot , aki chat gak bls , maen nnya keliatan banget kalo. bot , sedangkan lawan maennya pro player , gini bilang adil ? bener2 game lama2 aneh , segeralah perbaiki sebelum banyak yang pensi dan pindab game moba lainnya , soalnya sudah benar2 muak dan malas bermain, sekian trimakasih",1
Mohon lebih di perhatikan lagi player yang menggunakan cheat jaringan ngelag karena sangat merugikan player lainnya.. saya sudah mengalami berkali-kali di dalam pertandingan tidak bisa gerak sama sekali ping 201ms bahkan sampai di anggap AFK karena memang nggak bisa gerak padahal kondisi jaringan di daerah kami bagus sekian dari saya di mohon agar ini menjadi perhatian serius buat pihak mobilegends Terimakasih,1
"tolong untuk sistem tim, beri rekan tim yang seimbang, selalu diberi tim yang sama² lose straek, sedang tim lawan win straek, sistem tidak berfungsi dengan baik, dan juga masalah jaringan, segera diperbaiki, mau main game untuk menghilangkan stress, malah makin streess dikasih tim ampas terus",1
"update season kok ngelag parah? tolong moonton di perbaiki lagi bug nya. dan jaringan saya padahal hijau tapi tetep ngelag apalagi saat war di rank. tolong di perbaiki lagi ya moonton, buat kenyamanan para player yang lainnya. itu saja",2
"paket data bagus, wifi bagus. tp sering sinyal ditanda merah pdhl ya gk hujan badai. server luar juga malah join . pdhl aku udah patok lokasi indonesia. dikasih tim bobrok mulu . masa lose sampai 7x gak ngotak. sekarang banyak user atas pakai akun baru trus main lg. jd gak imbang. tolonglah solusinya biar main lebih nyaman",2
"game kaga jelass update banyak skin banyak Hero sedangkan perbaiki sistem jaringan kaga pernah di jalani gw udh prnah main nih game pas dlm gem jaringan jelek amat, padahal ijo loh!! IJOOO!!! JARINGAN IJOO TAPI TETEP NGELKKKKK JADI AFKK TRS. kjadian gini bukan sekali atau dua kali tapi SERNGG NGALAMII MASALAH JARINGANN!!!! tersss aja update skin Ampe tepar, kalau update jaringan jangan pernah",1
"beberapa hari ini stak di layar gk bisa bergerak, auto kluar, pdahal jaringan stabil, penyimpanan msih banyak.. sebel bgt gak nyaman bermain.. untuk report jaringan pun tidak ada..",1
"moonton ini sepertinya lebih fokus ke event dari pada sistem game nya,padahal masih banyak sistem game nya yg kurang kalo menurut gw,kaya contohnya pemberian tim yg bisa merugikan player TERUTAMA PLAYER SOLO yg selalu di pandang sebelah mata ma moonton,tolonglah klo ngasih tim itu di liat dari highrank player tersebut kalo bisa samakan highrank nya,karna itu selalu membebankan player seperti tim musuh highrank nya lebih besar daripada tim sendiri,yahh tolong lah di lirik saran player solo ya ton",2
"Woi admin, perbaiki lah sinyal yg lag terus, semenjak update sinyal jadi gajelas banget, pdhl kondisi sinyal di lokasi gw bagus² aja, tp setiap main ml selalu aja lag di setiap pertandingan, bikin ga nyaman main ml. Jadi tolong perbaiki min, biar main ml menjadi nyaman, dan selalu dengar KERESAHAN player²nya jangan malah di cuekin",1
"game kutukan, sistem draft baru bukan nya ngebantu malah makin mempersulit. macth gold lane 42, exp cuman 2, tapi tiap main di kasi exp mulu heran, main 7 kali dapet gold lane cuman sekali. sistem draft tolol hapus aja, plagiat doang bisanya.",1
"untuk game nya masih ada sedikit bug yang harus di perbaiki lagi, grafik nya udah oke bisa di atur untuk grafik rendah sedang dan tinggi,ini sangat berguna untuk yang hp nya rada ngelek ngelek dan,Hero nya ada banyak banget skin nya juga banyak gameplay nya juga gampang,tapi tolong di dikitin dark sistem moonton kalo bisa kasih saya tim yang jago ya moonton,capek saya lose treak Mulu masa mentok mentok glory,saya kan juga mau Immortal. Tolong yah Moonton di kurangin dark sistem udah segitu ajah",5
"game ampas, ga pernah menang, selalu jumpa tim bar bar ga tau mikro makro, game cuma menang ivent tpi ga di optimalkan ke dalam game, ga pernah ngasih tim kawan dan tim lawan yg seimbang, selalu berat ke musuh, di kasi menang 1 kali dan di kasi kalah berkali kali",1
"jujur. game nya bagus dan seruu! but, aku kurang suka sama updatean yg sekarang.. , because makin kesini ml makin ngelag dan ngeframe banget.. padahal device udah mensupport banget😓, semoga ini cuma bug ajaa. jadii semoga cepat diperbaiki yaa, aku tunggu update selanjutnyaa. thankyouu! 💕",4
"Jaringan nya sangat buruk padahal jaringan full,, slalu lag, di game yg lain lancar,, buruk wiffi full mlah lag trus,,, ml klo gk bisa ngikutin jaringan d hpus aj , tambah kesini lagi tambah parah,, wifi bagus,, jaringan data bagus tpi sering lag,, lol ,, dan tidak bisa mencakup jaringan internet ,,game lol lebih baik ff",1
"kasi team kaga seimbang gmn mau main enjoy kalo tim berat sebelah, cari matchingan yang Adil dong dan team lawan sesuai dengan skill, Kalo gini terus mending pindah game sebelah. Tolong sesuaikan dengan player kurangin yang jadi dark sistem tolong bangett ini. Terima kasih",1
"sekarang grafik nya terlalu apalah,bikin males,suka ngelek emang device ku yg kentang,tapi duit gak ada buat beli device baru,udah grafik setandar masih tetep ngelek sering keluar tiba ² lagi,mau pensi aja kecawa aku. ..",1
"game yang bagus sebenarnya tapi kalo player nya kayak gitu tau lah, terus yang punya kikir, oh iya yang kasi bintang 5 itu kayaknya di bayar deh,padahal game kayak gini banyak sisi buruknya. Dari pada gabut mending kasih gwLS aja, gw mau hapus ni game. Ini nama game nya HOK kan di iklan bagus lo",1
"tolong pihak moonton agar lebih di perketat lagi keamanan moonton dan Hb CS agar tidak ada terjadi hack akun, mohon di persulit lagi untuk pemulihan akun karna sangat merugikan pengguna asli, saya harap pemulihan akun dapat di persulit lagi karna agar tidak terjadi nya hack akun.",2
"Apa hp aki atau emng game nya sekarang makin sering lag, lihat dari ulasan orang lain rata keluhan lag dan jaringan, jaringan Stabil, tp masih aja sering lag, mudah2an setelah update skrg lancar lagi TDK lag, KL bagus bintang saya tambah lagi jadi full",1
"saya suka game ini, bagi saya tidak suka lag, tapi bagi orang lain suka lag. jadi saran saya, monoton tolong perbaiki dibagian suka lag atau koneksi dan bagian pemain yang bermain! magsudnya orang orang merasa kalau pemain kebanyakan dikasih yang jago jago lawannya dan hasil jokian musuhnya, kalau saya jarang dapat begituan, tapi lain kali diperbaiki ya montoon! agar game ini terkenal dan di rating bagus. semoga game ini bisa berubah sebagus mungkin ya 😁👍",5
game ini tidak layak untuk dimainkan untuk solo rank selalu di kasih team bapuk dan kaya sengaja dibuat stak di rank itu² aja tolong moonton di perbaiki sistem Mach nya agar pemain bisa lebih nyaman bermain masa kalo udh dikasih menang 1 atau 2 kali pasti habis itu lose trag,1
"musuh tidak sebanding dengan Kita yang cuma level rendah, makin di update makin gak karuan, minta tolong di perbaiki lagi makin lama makin ga jelas apalagi musuhnya kuat kuat, kalau tidak secepat nya di perbaiki saya udah muak dengan game ini yang tidak se level",1
jujur ini game si emang bagus mulai dari disain karakter dan animasi. tapi ada beberapa hal yang gua benci di game ini mulai bug kah jaringan lah atau iklan iklan pas awal masuk di dalam game itu ganggu banget gitulo. tolong monton di perbaiki plis tolong monton ya jangan sampai ini game setara sama free fire sama sama burik,1
"mohon maaf ,ini gmna yak ? masa iya sinyal merah/ping mulu ,apalahi pas di tim fight, udh dicoba pake paket kuota ,paket khusus game ,apalagi paket unlimited behhh nge lag parah terussssss ,gmana dong solusinya? pdhl sinyal aman"" aja ,wifi jga lancar"" aja , masa iya skrg gamenya jd lag"" dan gak enak bgt buat dimainin, please lah moonton ,benerin lah untuk msalah jaringan 🙏🏻",3
"game ini bagus banget sih sumpah kalo gk ada kuota bisa main ada kuota juga enak mainya cuma saja aku masih renk master I. 🤣 tapi banyak yg bilang kalo jaringan nya ngelag tapi jaringan gua gk tuh,apa karena pake iPhone atau android emang jaringan nya kurang ? tolong di jawab ya 🙏",5
