content,score,text_final
"tau ga game ini bener bener tidak cocok buat di mainkan, jaringan ijo bisa bisanya lag dan saya juga udah pastikan tidak ada yg cheat, saya selalu di kasih lose lose dan lose tanpa di kasih win sekali pun, game ini pilih kasih, padahal saya ini termasuk Player setia loh, kami tidak perlu banyak banyak di kasih skin tapi win bisa tidak di batasi saja, level 20 sampek 30 setim, level 40 sampek 60 setim jadi kami aman tidak ada dark sistem, klo semisal pengen mabar lawan level syaratnya harus 5org",1,tau game bener bener cocok main jaring ijo bisa lag pasti cheat kasih lose lose lose kasih win game pilih kasih player setia loh kasih skin win batas level sampek tim level sampek tim aman dark sistem ken mabar lawan level syarat org
"untuk 4 bintangnya itu bagus untuk segi grafik dan bagus kalo 1 bintang yg hilang, banyak dark sistem, setiap mau immo malah tim bikin darah tinggi memangg ........",4,bintang bagus segi grafik bagus bintang hilang dark sistem immo tim bikin darah memangg
"pemilihan musuh sama team yang tidak seimbang, dan setiap mau naik pangkat selalu dikasih musuh ataupun team sendiri yang menurut saya sangat tidak adil, saya main selalu lose streak terus karena draft musuh yang tidak seimbang, main menang 1 kali kalah nya 3 kali.",1,pilih musuh team imbang pangkat kasih musuh team adil main lose streak draft musuh imbang main menang kali kalah kali
yah game nya sih bagus banget terus skin nya dikasih gratis lagi bagus sih nih game tapi ada 1 hal yang bikin gua males main ni game kenapa ketika gua mau main terus kalah menang kalah itu di rank apalah gua main rank pagi sampai siang bintang masih sama apalah terus kalau kasih tim yang bener dong masak aku mode serius tim malah blunder plis ya moonton kasih tim yang kompak padahal 1 bintang lagi aku Immortal loh kasih tim yang kompak kalau gua dikasih tim yang kompak gua bakal kasih bintang 5,3,game bagus banget skin kasih gratis bagus game bikin males main ni game main kalah menang kalah rank apa main rank pagi siang bintang apa kasih tim bener masak mode serius tim blunder moonton kasih tim kompak bintang immortal loh kasih tim kompak kasih tim kompak kasih bintang
"sangatt seruu palingg cumann sedikit ada bug doanh sihhh truss kalauu malam ituu kadang suka gak bisa mulai match, selebihnya sih amann ajaa sama satu lagi starlight chest hero gak bisa ngambil hero yang udah punya lagi sekarang pengennya sih bisa ngambil hero yang udah punya supaya dapet gold terus bisa beli hero yang belum punya",5,sangatt seruu palingg cumann bug doanh sihhh truss kalauu malam ituu kadang suka gak match lebih amann ajaa starlight chest hero gak ngambil hero ken ngambil hero gold beli hero
"Gak jelas banget nih game, udah di download juga data data nya eh malah suruh download ulang lagi coba aneh banget makin kesini makin kesana padahal penyimpanan ruangan masih banyak. Aneh bnget nih game sekarang",5,gak banget game download data data eh suruh download ulang coba aneh banget kesini kesana simpan ruang aneh bnget game
"jangan di install, ini game setingan, musuh nya terlalu susah sedangkan tim kita tidak bisa main, game ini sering memancing emosi yang membuat tidak cocok untuk orang yg tidak penyabar, game ini juga tidak ramah untuk anak anak karena player nya banyak yang toxic",1,install game ting musuh susah tim main game pancing emosi cocok orang sabar game ramah anak anak player toxic
"dari dulu kendala masih sama yaitu di tim yg tidak seimbang bagi saya yg dominan player solo, tolong muntun, kasihanilah kami para player solo, tolong lebih diseimbangkan lagi matchnya, lama lama bikin stres",1,kendala tim imbang dominan player solo muntun kasihan player solo imbang matchnya bikin stres
"mohon jaringannya diperbaiki lagi Moonton kebanyakan lag aku, masa tiap aku main punyaku sendiri yg langsung merah terus diam, padahal jaringan seluler/Wifi ku bagus pas mau war eehh malah lag, pas mati eh udah bagus aja jaringan itu aja sih moonton",5,mohon jaring baik moonton banyak lag main punya langsung merah diam jaring selulerwifi ku bagus pas war eehh lag pas mati eh bagus jaring moonton
oi non ton apalah game ni makin lama makin kesel juga yaaa bukan karena dragsistem karena saya dragsistem ya masalah Utama ya itu server yaa eror wo tiap kali war harus ngeleg bukan pata² tapi eror padahal data atau wifi saya bagus..apa coba yang salah server ya apa gimana nih berat kali tiap mau koontes turtle atau lord atau war besar² pasti aja eror dasar eror²,3,oi non ton apa game ni kesel yaaa dragsistem dragsistem utama server yaa eror wo kali war ngeleg pata eror data wifi bagusapa coba salah server gimana berat kali koontes turtle lord war eror dasar eror
"secara keseluruhan movementnya oke, smooth lah, skin nya juga yeah bagus walau ada beberapa yang tipis, namun pemilihan role ini kadang ada bagus sama ngga nya, secara pandangan sih pemilihan role itu udah bagus bisa nyesuain tapi tolong moonton biar di telaah lagi",4,movementnya oke smooth skin yeah bagus tipis pilih role kadang bagus pandang pilih role bagus nyesuain moonton biar telaah
"hallo developer,kenapa akhir-akhir ini kalo main pake jaringan data suka lag yak,gak kaya dulu lancar-lancar saja.tolong dong dev perbaiki masalah jaringannya, soalnya kalo mau push jadi darah tinggi gara-gara jaringan.semoga direspon.🙂‍↔️",5,hallo developerkenapa akhirakhir main pake jaring data suka lag yakgak kaya lancarlancar sajatolong dev baik jaring push darah garagara jaringansemoga direspon
"Sistem ga jelas, gw main solo dapet tim rank jauh dibawah gw, sedangkan tim musuh full high tier, mending sistemnya HOK, menang kalah ada rank pelindung, pantesan dapet rating 3.9, Mobile legend hama, game rusak perusakk mental, sengaja ngasih rating 5 biar muncul diatas, #mlbbsistemrusak",5,sistem main solo tim rank bawah tim musuh full high tier mending sistem hok menang kalah rank lindung pantesan rating mobile legend hama game rusak perusakk mental sengaja ngasih rating biar muncul atas
"Aplikasi GAME paling ga enak banget buat main. masa ketemu team yang ga seimbang terus.. ini tuh seakan-akan emang sengaja dari pihak Moonton. padahal lama-lama orang Bosan main game kalian coba deh tengok rating kalian di Playstore cuma dapat 3,8 loh banyak yang kasih rating bintang 1 cobalah kalian perbaiki diri dalam hal Matching dan keseimbangan terutama solo player. karena sistem begini lama-lama DIJAMIN APLIKASI GAME KALIAN KALAH BERSAING SAMA GAME-GAME LAINNYA.",1,aplikasi game enak banget main ketemu team imbang tuh seakanakan emang sengaja moonton lamalama orang bosan main game coba tengok rating playstore loh kasih rating bintang coba baik matching imbang solo player sistem lamalama jamin aplikasi game kalah saing gamegame
maaf min ak kasi reting 1 soal ny ak tadi bisa main tp sekarang ng bisa main lg karna setiap mau login selalau ad tulisan. terjadi kesalahan(-28)silahkan mencoba lagi nanti ak harap di perbaiki atao kasi sebuah penjelasan knp apk nya kek gt min,1,maaf min ak kasi reting ny ak main ng main lg login lalau ad tulis kesalahansilahkan coba ak harap baik atao kasi jelas knp apk kek gt min
"perbaiki sistem machmaking,kasi kenyamanan lah buat player solo. di epic emang banyak dark sistem tapi mikir juga lah. tim sendiri rank tertingginya mentok legend-mytik biasa giliran tim musuh mantan honor-glory-bahkan immo",3,baik sistem machmakingkasi nyaman player solo epic emang dark sistem mikir tim rank tinggi mentok legendmytik gilir tim musuh mantan honorglorybahkan immo
"sering ngelag padahal pake wifi data lancar penyimpanan pun masih memadai ,lebih suka fitur yang dlu ketimbang yang skrang, tpi gitu² ttep jadi game favorit pas bosen",4,lag pake wifi data lancar simpan pada suka fitur dlu ketimbang skrang gitu ttep game favorit pas bosen
geme nya seru banget sih tapi banyak yang di update malah jadi ngeselin kayak sistem pilih lane di lobby jadi susah dapat tim bikin nunggu matching yang lama biasanya 1-2 menit,4,geme seru banget update ngeselin kayak sistem pilih lane lobby susah tim bikin nunggu matching menit
"permainan yang tidak seimbang, selalu dapat tim yang cara bermain masih pemula, dapat musuh yang udah ngerti cara bermain. game ini sangat tidak ramah juga Karena player suka berkata kasar, game ini juga menyebabkan stress, emosi, dll. serta game ini sangat amat tidak ADIL dalam pertandingan.",1,main imbang tim main mula musuh ngerti main game ramah player suka kasar game sebab stress emosi game adil tanding
"Kpd. Moonton yg terhormat, knpa pertandingan saya di campur dgn epic, sedangkan tim musuh legend semua,,, pantesan saya berat naik bintangnya... Parah ngasih tim gak adil.... Dan parah lagi pas lagi menyerang tiba"" nge lag,,, duhhh Padahal sinyalnya hijau...",3,kpd moonton hormat knpa tanding campur dgn epic tim musuh legend pantesan berat bintang parah ngasih tim gak adil parah pas serang nge lag duhhh sinyal hijau
"game nya menarik dan seruh cuman sistem match making nya gak seimbang gua keseringan di temuin sama tim beban gak bisa main dan highs rank honor abadi sementara tim musuh highs rank nya imortal,jadi saran gua mending perbaiki lagi sistem match making nya supaya seimbang,gua capek main ini game kalau di ketemuin sama parah drack sistem.terimakasih.",1,game tarik seruh cuman sistem match making gak imbang sering temuin tim beban gak main highs rank honor abadi tim musuh highs rank imortaljadi saran mending baik sistem match making seimbanggua capek main game ketemuin parah drack sistemterimakasih
"berdasarkan hasil survei di dalam game, banyak bug yang saya alami di dalam game, seperti fitur donwload data yang terlalu lama dan terlalu banyak memakan ruang penyimpanan di ponsel, bug pada batlle field, bug pada machtmaking, bug pada hero tertentu, bug pada skin tertentu (seperti penampilan,efek,detail skin,dan harga skin). bug pada event, setelah itu tolong diperketatkan hukuman pada player yang melanggar aturan pada dalam pertandingan, seperti AFK, menggunakan Cheat, dll!",4,dasar hasil survei game bug alami game fitur donwload data makan ruang simpan ponsel bug batlle field bug machtmaking bug hero bug skin penampilanefekdetail skindan harga skin bug event ketat hukum player langgar atur tanding afk cheat
"saya punya dua masalah pembagian tim yang tidak adil kita dapet tima yang drak sistem,sedangkan tim lawan jago ngerti main dan satu masalah lagi banyak orang yang memakai Hero tidak sesuai dgn role nya kadang miya exp dll. saya jadi malas Main dan rank saya pun turun kalo gini terus saya bisa hapus ml. saa punya solusi Jika kita kalah kita tetep dapet bintang dan cara penilaian ya itu melalui kontribusi dalam tim dll . semoga ini diterapkan di sesasi 38/39 makasih moonton",3,bagi tim adil tima drak sistemsedangkan tim lawan jago ngerti main orang pakai hero sesuai dgn role kadang miya exp malas main rank turun gin hapus ml saa solusi kalah tetep bintang nilai kontribusi tim moga terap sasi terima kasih moonton
"game nya bagus, mudah di pahami dan grafik yang bagus beda dengan dengan film merah putih one to all, aku berharap kedepannya lagi moonton bisa mengatasi hp ngefrem",5,game bagus mudah paham grafik bagus beda film merah putih one to all harap depan moonton atas hp ngefrem
geme nya bagus semua nya bagus tapi bisa kah di rendahin harga nya sama pas offline itu bisa di perbagus karna pas main offline itu kaya ga ada bagus nya sama musuh nya bisa pake Hero yang lebih bagus jangan yang sama,4,geme bagus bagus rendahin harga pas offline bagus pas main offline kaya bagus musuh pake hero bagus
"gem nya bagus tapi kenapa aku kasih bintang tiga aku pangkat lagen satu setiap menang, itu pasti kalah musuh nya ga seimbamg sama tim kita, tim ngetrol lah, kadang jaringanlah, jadi tolong di prbaiki dan satu lagi kenapa kalau hero belum di donlod, itu buled buled, itu aja tolong pebaiki yah. yang pendukung aku pencet yah",3,gem bagus kasih bintang pangkat lagen menang kalah musuh seimbamg tim tim ngetrol kadang jaring prbaiki hero donlod buled buled baik dukung pencet
"Gamenya seru dimainkan dan melatih komunikasi dengan tim serta bekerja sama. Namun, ada beberapa bug yang saya alami selama matching didalam game serta terlalu banyak dark sistemnya. Mohon untuk aktifkan fitur agar saya dan yang lainnya pernah mengalami bisa terpisah dari dark sistem",4,gamenya seru main latih komunikasi tim bug alami matching dalam game dark sistem mohon aktif fitur alami pisah dark sistem
Gamenya bagus grafiknya menarik apalagi event²nya suka banget sih sama game MOBILE LEGENDS:BANG BANG ini tapi kekurangannya ada bug yang belum diperbaiki😞segera ya MOONTON tpi ttp bagus kok gamenya ini aja ya terima kasih,5,gamenya bagus grafik tarik eventnya suka banget game mobile legendsbang bang kurang bug diperbaikisegera moonton ttp bagus gamenya terima kasih
"sumpahhh demi apapunnnn rate we gua semuanya lumayan masih gede semua...kenapa dapet timnya pas main dapet orang begokkkk..bloon banget ga ngerti situasi kondisi pas main harus kayak gmna ...ini musuhnya pada jago...pada di kasi makan ma tim guaaaa ...tolonggg lah kalo musuh jago minimal kasi tim jago juga,..fiturnya pilih line nya kayak sama aja, kalo dia pengen role jungle ya dia tinggal pilih satu itu..padahal dia kagak bisaaa",1,sumpahhh apapunnnn rate we lumayan gede semuakenapa tim pas main orang begokkkkbloon banget ngerti situasi kondisi pas main kayak musuh jagopada kasi makan ma tim guaaaa tolonggg musuh jago minimal kasi tim jago jugafiturnya pilih line kayak ken role jungle tinggal pilih itupadahal bisaaa
"padahal wifi ku lancar lancar aja tapi kenapa pas main jadi ngelag pol? memori juga aman, grafik juga bukan yang ultra, tapi kenapa ngelag pol? mohon diperbaiki lag pada gamenya, bikin stres tau gak",3,wifi ku lancar lancar pas main lag pol memori aman grafik ultra lag pol mohon baik lag gamenya bikin stres tau gak
maaf ya untuk pihak moonton saat saya bermain dia rank mitik honor itu sering sekali kalo musuhnya itu pAra mitik imo dan tim saya lebih sering dapat yg mitik honor dan itu membuat gameplay nya tidak sepadan jadi tolong jika dirank hono/yg lain musuh nya ikutin rank kita bukan lebih tinggi/lebih rendah makasih ya,2,maaf moonton main rank mitik honor musuh mitik imo tim mitik honor gameplay padan dirank honoyg musuh ikutin rank tinggilebih rendah terima kasih
"game nya seru tapi, seringkali saya mengalami lag atau jaringan merah, padahal sinyal nya lancar dan tidak ada gangguan. jadi saya harap moonton cepat untuk fix bug itu",5,game seru seringkali alami lag jaring merah sinyal lancar ganggu harap moonton cepat fix bug
akun email & moonton aku di curi saya sudah minta bantuan costume servis di game langsung di bales bott gak di benerin juga gak menyeleseikan masalah .. apakah cuma anak kecil dan bukan orang mampu hingga tidak di respont .. apakah cuma player export yang bisa di respon dan masalahnya langsung di kerjain ? jangan sama kek penjabat napa sih sekian di tunggu balesanya ...!!),1,akun email moonton curi bantu costume servis game langsung bales bott gak benerin gak menyeleseikan anak orang respont player export respon langsung kerjain kek jabat napa sekian tunggu balesanya
"lama lama jadi bosan, udah glory kembali ke epik, gitu gitu terus. item item tiket, magigdus terus buat apa kalau emblem dah max, tiket mending bisa buat beli Hero atau yg lainya, magigdus jadi SAMPAH tema kali ini bikin bata buram, warna warnanya menggangu mata JANGAN UPDATE MONTOON, UPDATE MU MENGURANGI PLAYERMU",2,bosan glory epik gitu gitu item item tiket magigdus emblem dah max tiket mending beli hero lai magigdus sampah tema kali bikin bata buram warna warna menggangu mata update montoon update mu kurang playermu
"moonton mesti kasih tim yang BOT, sedangkan musuh BOT juga TAPI PINTAR. gak adil sumpah, nyesel gw top up disini. kasih tim tu yang udah berpengalaman, pas di kasih eh malah bertindak seenaknya + gak guna buat tim. udah gak mau Lord, beban. musuh udah capai glory, sedangkan tim gw mentok di legend. emg sengaja moonton ngasih tim yang tidak berguna. ""percuma bikin sistem lane tapi tim masih salah gunanya, masih ad pick cecilion exp, estes hyper, belerick exp. moonton gak punya otak buat itu",1,moonton mesti kasih tim bot musuh bot pintar gak adil sumpah nyesel top up kasih tim tu alam pas kasih eh tindak gak tim gak lord beban musuh capai glory tim mentok legend emg sengaja moonton ngasih tim guna bikin sistem lane tim salah guna ad pick cecilion exp estes hyper belerick exp moonton gak otak
"Sangat ramah, banyak yang selalu mendoakan dan memuji saya. Publik di sini sangat hebat bermainnya dan sering menyemangati dan menasahati saya jika saya lumayan bermain buruk. Tim saya juga sangat sangat jago dan keren, saya juga sering ws. KEBALIKANNYA😡",4,ramah doa puji publik hebat main semangat menasahati lumayan main buruk tim jago keren ws balik
"terima kasih moonton Uda nemenin selama dari 2017, saya dengan ID akun (2116), sempat pensi 2024 ini saya comeback baru beberapa bulan ke belakang, sudah tidak worth it pertama saya sudah tidak ada teman Mabar dan bermain solo itu sistem nya selalu tidak adil, selalu saja merasa 1vs5, yah saya sudah muak bermain seperti ini tidak ada keseruan sama sekali win 1x lose nya 7x 🤣🤣 saya pamit uninstall terimakasih semuanya",1,terima kasih moonton nemenin id akun pensi comeback worth it teman mabar main solo sistem adil vs muak main seru win x lose x pamit uninstall terimakasih
"game ini sangat seru sekali sampai saya kalo ada waktu luang pasti main game jni,game sangat ramah sekali player player nya dan juga asik,kalo bisa tambahin voice chat yang agak gaul agar player tidak mudah bosan😁",5,game seru luang main game jnigame ramah player player asikkalo tambahin voice chat gaul player mudah bosan
bagus bangett tapi ada yang kurang pasti pas mau match rada lag+ lama banget btw itu solo yaa and juga banyak yang suka ngejek gituu+ trus pas login lag trus oke sekian ya and bug bug nya tolong di perbaiki,4,bagus bangett pas match rada lag banget ngomong-ngomong solo yaa and suka ngejek gituu pas login lag oke sekian and bug bug baik
"bagus banget game nya emang Monton game nya bagus semua aku kagum Terimakasih terus semangat kak jangan menyerah, ngomong ngomong aku punya ide buat colab ml bagaimana kalau colab sama film nezha movie 2 coba lihat kak seru pokoknya, ya itu saja yg bisa saya sampaikan terima kasih untuk game nya semangat 😄😄😄",5,bagus banget game emang monton game bagus kagum terimakasih semangat kak serah ngomong ngomong ide colab ml colab film nezha movie coba lihat kak seru pokok terima kasih game semangat
enak sih tapi ada satu sistem yang paling kesal yaitu waktu kita afk tidak bertambah bintang walaupun itu menang sudah itu saja satu sistem yang bikin kesal banget moonton ya tolong di buat lagi ya fitur fitur lain ya MOONTON terimakasih sudah itu saja ya MOONTON tolong di buat fitur lain nya ya MOONTON oke itu saja moonton. terima kasih moonton dan tolong di perbanyak fitur fitur yang belum. ada ya MOONTON dan tolong di buat lebih seru lagi ya MOONTON bug nya sekalian,5,enak sistem kesal afk tambah bintang menang sistem bikin kesal banget moonton fitur fitur moonton terimakasih moonton fitur moonton oke moonton terima kasih moonton banyak fitur fitur moonton seru moonton bug
developer yang terhormat akun saya usernamenya Lyoke saya harap untuk tolong supaya ketika saya mau naik ke rank mytich glory saya selalu mendapatkan lawan yang susah sehingga menyebabkan kalah berturut turut jika anda mengatakan metode ini adalah metode terbaik buat player agar lebih berusaha lagi menurut saya itu metode yang salah karena player sangat kelelahan untuk mencapai rank yang di inginkan itu terasa sia sia seakan akan anda tidak menghargai perjuangan kami jadi tolong ditindak lanjut,2,developer hormat akun usernamenya lyoke harap rank mytich glory lawan susah sebab kalah metode metode baik player usaha metode salah player lelah capai rank sia sia akan harga juang tindak
"Meskipun banyak kekurangan, saya yakin ni game masih bisa berbenah, soalnya saya tau montoon bakal melakukan apapun agar para player nya kembali, oiya tolong juga buat servernya yaa, capek banget dapet tim dark sistem",5,kurang ni game benah tau montoon apa player oiya servernya yaa capek banget tim dark sistem
"game mlbb nya cukup bagus dan banyak upgrade"" yg menarik tetapi ada ke kurangannya juga dalam 5vs5 pas puse Reng kadang bertabrakan sama yang sudah mencapai Reng tertinggi ?...🙏",4,game mlbb bagus upgrade tarik kurang vs pas puse reng kadang tabrak capai reng tinggi
"matchmaking gajelas musuh nya glory dapet tim malah lejen, kalo mau samain tier dan winrate nya dong update: sistem matchmaking udah diubah sesuai Lane tapi masih gabisa milih player yang sesuai dengan kemampuan hero di lanenya",3,matchmaking gajelas musuh glory tim lejen samain tier winrate update sistem matchmaking ubah sesuai lane gabisa milih player sesuai mampu hero lanenya
"Tolong pihak mobilegnd soal kredit skor di kembalikan seperti semula yg awalnya mudah di dapat di karnakan gw suka game ini mohon pihak monton di jawab di karnakan pas qw main game ini sering"" Rikonex jadi tolong di perbaiki lgi soal kredit skor trimkasih.",5,mobilegnd kredit skor kembali mudah karnakan suka game mohon monton karnakan pas qw main game rikonex baik lgi kredit skor trimkasih
"Game ini sangat seru ketika main dengan 5 orang atau party,tetapi kalo main solo/sendiri bisa menang/kalah di karenakan playernya publik atau main awur awuran,ml ini saya kasih 5 bintang karena game yang saya sukaaa",5,game seru main orang partytetapi main solosendiri nangka karena playernya publik main awur awuranml kasih bintang game sukaaa
kenapa kalau hampir pindah rank..di kasih lawan yang gak sepadan dan dapat time yang ..gak senonoh.. solo rank memang binasa main game ini kalian atur ya min...kurang sehat permainan ini bikin emosi .. kita main cari hiburan malah legen 1 los sampai legen 5 ...aneh aneh 😼,5,pindah rankdi kasih lawan gak padan time gak senonoh solo rank binasa main game atur minkurang sehat main bikin emosi main cari hibur legen los legen aneh aneh
Halo moonton akun saya kenapa gak bisa dibuka ya? Namanya Kaihyu° saya sedang bermain game tapi tiba² langsung jaringan merah dan saya keluar dari game dan ketika saya mau log in lagi saya tidak bisa masuk tidak bisa login ada apa ya moonton kalo gak diperbaiki selanjutnya akun saya akan saya tuntut anda ke kantor polisi,5,halo moonton akun gak buka nama kaihyu main game langsung jaring merah game log in masuk login moonton gak baik akun tuntut kantor polisi
Nasib solo di kasih tim jelek kalah terus padahal maen udah bener. parah asli moonton.sistem matchmaking ga seimbang.gatau lagi harus gimana sebagai player solo.di kasih player yg setim gabisa main atau feed,1,nasib solo kasih tim jelek kalah maen bener parah asli moontonsistem matchmaking seimbanggatau gimana player solodi kasih player tim gabisa main feed
"gak guna game ini sumpah, setiap aku mati kalau mau hidup harus pake detik, detiknya malah sampai 60 lebih lagi, gak guna, gara-gara detik ini aku jadi kalah, sampai 30 detik aja udah cukup bagiku kalau 60 udah benci orang main game ini, kalah game ini Ama game lain, dasar gak becus",1,gak game sumpah mati hidup pake detik detik gak garagara detik kalah detik bagi benci orang main game kalah game game dasar gak becus
"sinyal bagus tapi ngeleg"" gimanah si,merugikan pemain padahal pengguna mobile lagends lama saya,kalo seperti ini menjadi bikin emosi semenjak update gimanah mau push rank KLO kaya gini,jangan bikin malas main mobile legends gara sering lag kecewa sebagai player lama",5,sinyal bagus ngeleg gimanah simerugikan main guna mobile lagends sayakalo bikin emosi semenjak update gimanah push rank kaya ginijangan bikin malas main mobile legends gara lag kecewa player
"muntun tolong dong teruntuk player solo kalo misal ny kami LS terus mvp minimal bintang ny g turun lah,dan KLO bisa kalo dapet emas di atas 10/11 juga di lindungin,saya sebagai paleyer solo sangat merasa di rugikan,dan tolong lah,saya selalu pilih role mid sama roam TPI selalu dapet roam dan tolong juga buat tim ny di imbangi,masa tim saya tolol sedang kan musuh ny jago? saya sempet Priska akun mereka 1 per 1 dan tim yg saya dapet baru pertama kali mitik,Lejen sedang kan musuh? glory,imo💔",5,muntun untuk player solo ny ls mvp minimal bintang ny g turun lahdan emas lindunginsaya paleyer solo rugikandan lahsaya pilih role mid roam roam tim ny imbangimasa tim tolol musuh ny jago sempet priska akun tim kali mitiklejen musuh gloryimo
jaringan nya jelek terus padahal sinyal 4G plis ya montoon apa apaan si cape banget malah di bikin gak mood terdeteksi afk terus enggakk bisa main rank benerin lah montoon game nya jangan cuma cari cuan nya aja udah banyak kali buang uang buat game ini malah sinyal nya gak jelas gini,1,jaring jelek sinyal g montoon si cape banget bikin gak mood deteksi afk enggakk main rank benerin montoon game cari cuan kali buang uang game sinyal gak gin
"Game dengan jaringan terburuk yang pernah ada!jangan di download bisa stress kalian saya saja langsung hapus! dasar game sampah moonton gak niat membuat game ini menjadi game yang terbaik melainkan, hanya untuk membuang waktu saja jika dimainkan👎👎👎👎",1,game jaring buruk adajangan download stress langsung hapus dasar game sampah moonton gak niat game game baik buang main
"Mohon maaf seperti nya masalah jaringan ini sangat serius bagi semua player,karena mengganggu kelancaran game..tolong ini di perbaiki dengan serius karna mau pake wifi atau data sama aja semua patah-patah game nya.",1,mohon maaf jaring serius playerkarena ganggu lancar gametolong baik serius pake wifi data patahpatah game
game yang bagus untuk di main kan tapi tolong di pisah yang bagian tidak bisa maen terus yang bisa maen soalnya mempengaruhi pertandingan kalo ada tim yang ssok tau apa lagi dia banyak omong nah ini sangat mengganggu kemenangan dalam pertandingan tolong di atur lagi untuk memisah kan yang bot dengan yang jago trimakasih🙏🙏🙏,5,game bagus main pisah maen maen pengaruh tanding tim ssok tau omong ganggu menang tanding atur pisah bot jago trimakasih
"bagus game nya, tapi boleh ga beberapa fitur di ubah monton?? kaya nama n negara, gila bgt dm nya mending beli skin saking mahal nya loh, boleh ga kalo nam n negara itu di gratiskan aja?? saran saja ya ini kalo di terima syukur kalo ga gpp, pling enggk turunin harga DM nya dong se harga skin gila.",3,bagus game fitur ubah monton kaya nama n negara gila banget dm mending beli skin saking mahal loh nam n negara gratis saran terima syukur gpp pling enggk turunin harga dm harga skin gila
Karena bagus banget bahkan lebih bagus dari pada game yang pernah aku mainin di dunia ini aku kasih bintang lima karena ada game offline nya juga tapi kadang suka ngelag tapi tetap bagus dan keren karena ada skin gratis nya aku punya banyak skin gratis di akun aku.,5,bagus banget bagus game mainin dunia kasih bintang game offline kadang suka lag bagus keren skin gratis skin gratis akun
dpt tim beban berkali kali sdh melapor match tidak seimbang tp selalu mendapatkan pemain gk jelas. sy ini solo player padahal mau main secara waras lah ya tp mesti dpt tim yang mainin bocil mulu dah gk mau diajak kerjasama nge feeder mati mati terus jiwa menggedong terus terusan ya pasti capek apalagi sering ketemu yg jago2 di classic. padahal di classic tempat sy mau have fun juga tp kalo begini timnya jg benci gw nya. tolong pindah game HOK aja sy sdh main lama di HOK masih waras playernya.,1,tim beban kali kali lapor match imbang main sy solo player main waras mesti tim mainin bocil mulu dah ajak kerjasama nge feeder mati mati jiwa gedong terus capek ketemu jago classic classic sy have fun tim benci pindah game hok sy main hok waras playernya
"kenapa kok tiba2 didalam game jaringan ku mati, padahal wafi ku hidup dn baik2 aja, setelah nunggu lah malah ke riset ke awal dan mau login kembali malah gk bisa kebuka, gajelas banget, kexewa banget padahal lgi ngepush mmr taikkk..",2,dalam game jaring ku mati wafi ku hidup dn nunggu riset login buka gajelas banget kexewa banget lgi ngepush mmr taikkk
"Benerin sistem matchmaking lu dah, tiap solo dapetnya trio terus, bikin aturan kek klo solo nabraknya ya solo semua sama rata, gak 2 orang main solo nabraknya trio, kalo trio nya bener kagak masalah kebanyakan player lu otaknya dongo, terus itu benerin dah tuh lu punya server main game 1 lancar main game 2 lag game 3 lancar game 4 lag lagi dan berulang ulang kek gitu",1,benerin sistem matchmaking dah solo dapetnya trio bikin atur kek solo nabraknya solo gak orang main solo nabraknya trio trio bener banyak player otak dongo benerin dah tuh server main game lancar main game lag game lancar game lag ulang ulang kek gitu
"game paling laris d kalangan anak muda, hanya sekedar masukan pak ,""saat pemilihan Hero dan sebelum maasuk kan udah ada pilihan line nya nah pas pemilihan heronya ini yg jadi masalah,role sudah d tentukan tapi masih aja pick Hero yg gak tertera di line nya ,mksud saya di sini hanya menyarankan kan alangkah baiknya pas pick Hero itu yg kluar Hero sesuai role nya aja pak jangan ada pilihan lagi untuk all role nya jadi GK aneh2 gtu linenya jelas2 roam malah pick lesly,clin,hanabi apa GK menyala bg",1,game laris d kalang anak muda dar masuk pilih hero maasuk pilih line pas pilih hero masalahrole d tentu pick hero gak tera line mksud saran alangkah baik pas pick hero hero sesuai role pilih all role aneh gtu linenya roam pick leslyclinhanabi nyala bg
"ok lah dari segi event sebagainya, tapi kenapa sih harus kasih tim gak bisa main, plis lah moonton ngasih tim tuh sesuai lah, gua rating 1 karena game ini dajjal banget kalau lagi win streak tuh suka di kasih lost streak karena di kasih player noob, ok lah aku paham pengen player muda belajar tapi ya jangan di tim yang di atas dia lah yang sesuai kemampuannya biar berkembang dikit²",1,segi event kasih tim gak main moonton ngasih tim tuh sesuai rating game dajjal banget win streak tuh suka kasih lost streak kasih player noob paham ken player muda ajar tim sesuai mampu biar kembang dikit
"gamenya aneh ga cocok dimainin , yang buat jg ga adil , masa gw ga main rank 3 hari , trus pas main lagi malan lose treak 5 kli pdhl di sbleumnya jg gw ga win streak , semenjak itu gw dh ga mau. main lagi , akhirnya gw main game moba lain , kyk hok",1,gamenya aneh cocok dimainin adil main rank pas main malan lose treak kli sbleumnya win streak semenjak dh main main game moba kyk hok
"game nya baik, karena game tersebut mengajar kan cara berpikir dengan cepat dan konsentrasi dalam sebuah kerja sama antar tim, dan game tersebut sangat ramah dan mengajarkan solidaritas antar tim maupun tim lawan",5,game game ajar pikir cepat konsentrasi kerja tim game ramah ajar solidaritas tim tim lawan
"semakin tidak jelas hukumannya. memang sinyalnya yang tidak stabil, lalu dibilang tidak kontribusi. game elit, tapi deteksi sinyal player susah, malah dianggap pelanggaran.",1,hukum sinyal stabil bilang kontribusi game elit deteksi sinyal player susah anggap langgar
